source,target,dataset
jatianra ja kordero betan reteanankanti iki ikaxbi ja korderoninra jatoaresti iki ja diossen kenaabo itan jan katotabo ixon já chibankin jeneyamaibo jabé iketian,harán la guerra al cordero pero el cordero los vencerá porque es señor de señores y rey de reyes y con él vencerán los suyos los llamados y elegidos y que se mantienen fieles,religioso
jaskatira matoribi moa benxokaatabo ikanti jake ja jonin bakera maton joti shinannamatian jonoxiki akin jato jesussen aká iki joi senenhai betan senenhayamai yonoti iká,estén también ustedes preparados porque el hijo del hombre llegará a la hora que menos esperan,religioso
jaskáabi josekan jato neskáakin yoia iki,pero josé respondió,religioso
jainoax jaribaa iki westíora onitsapishoko lazaro janeya jatíbi jawen yora payóbires ja icha jawékia jonin xobo xepoti xemakayain mainbi yakatai,había también un pobre llamado lázaro todo cubierto de llagas que estaba tendido a la puerta del rico,religioso
jaskáaketian marían ja ángel yokata iki,maría entonces dijo al ángel,religioso
jaskati kaiaxa maibotiibi janbístaanan ani jemaaxbo janoxikanai,haré de ti una asamblea de naciones y a ti y a tus descendientes después de ti entregaré esta tierra en posesión perpetua,religioso
ikaxbi matonra jaskati janoxon kristo onannama iki,pero ustedes no aprendieron así a cristo,religioso
akin jaskara kopíra herodesnin jesús oinkashoraa iki icha joni jesussen pimaa,y tenía ganas de verlo,religioso
papelote oinbokin yoiwe jaweranoki itina seneanti jawekibo axeti winoibata ixon jaskaaxon tsinkiti jakon akin ointi kopi,dirige la mirada al papelote donde se han consignado las normas acordadas en la sesión anterior para la buena marcha de la asamblea,educativo
jaskáaxon jato yoiribia iki,y agregó,religioso
jatíbi neskarabora winota iki ja jordán wean keiba iká betaniain jainxon jato juanman bautizanpachoainko jesús diossen kordero,esto sucedió en betabará al otro lado del río jordán donde juan bautizaba,religioso
¿jawemein non wishai kai?,¿qué escribiremos?,educativo
ja josekan tari yoina jimin sikataanan jawen papa boxonkana iki ja boxoni jaton papaiba kaax nokóxon ja tari oinmakin neskáakana iki,enviaron la túnica de manga larga a su padre con este mensaje,religioso
jato shinan meniwe jaskaaxon meskokeska codificacionbo akanti kopi,motívalos para que sugieran sistemas de codificación,educativo
kikin ishtoinra yakakanti jake wetsabires yakati ikainko,de forma inmediata deberán sentarse en alguna de las sillas dispuestas,educativo
jatian jaweatiki maton choroai akin mato yokákana jato yoitankanwe non ibora jan keenai,si alguien les pregunta por qué hacen eso contesten el señor lo necesita pero se lo devolverá cuanto antes,religioso
mapowe jatiribi wishabo,tapa algunas letras,educativo
naikanra tson oinyosma itan ja oinxon onanti jawékibo oinnoxikanai,se verán también cosas espantosas y señales terribles en el cielo,religioso
jainxon jayá winóti kirika jato yokata iki jaskatax damaskoain jain tsinkíkanai xobonko kaxon ja joi akai jonibo itan ainbobo jerusalénhain boxon jato presoanoxon,y le pidió poderes escritos para las sinagogas de damasco pues quería detener a cuantos seguidores del camino encontrara hombres y mujeres y llevarlos presos a jerusalén,religioso
ramara en kikinshamahankin onanyamake ikaxbi westíora netera jabi en onannoxiki jan ea onanna keskáakinribi,ahora conozco en parte pero entonces conoceré como soy conocido,religioso
nato jawékibora diossen keenma iki itan jonibaon keenmaribi iki,no agradan a dios y se portan como enemigos de todos los hombres,religioso
jatian komandanten yoia iki,el comandante comentó,religioso
jatíbi nato jawékiboki yoinbainkira jato jesussen esea iki,todo esto lo contó jesús al pueblo en parábolas,religioso
nato kanchis oveja en mia meniai riki nato pozo en aká onanti inon ixon akin,acepta estas siete ovejas de mi mano como prueba de que ese pozo lo he excavado yo,religioso
¿jawekeska axonmein maton benxoatiki itanribi maton jakon akin joyonti iki maton jan axeikai jawekibo?,¿cómo podrían ordenar y organizar sus materiales?,educativo
troas jemameax pablo raroshaman iamaa,somos el buen olor de cristo,religioso
maton jaskáara ja bochiki iká ani nachite moa jainxon pitires inon ixon benxoayonkana mato oinmati iki jatian jainxonra ja pitibo moa maton ati iki akin jato aká iki,el les mostrará en el piso superior una pieza grande amueblada y ya lista preparen todo para nosotros,religioso
ikaxbi kristo riki diossen bake ikax ja diossen xobomea teebo akin ja atibo akonkin senenhai ja iki noabo yoii iká já ikonhakin jeneyamai raro shinanyaxon ja bii kati jawékinin manatabo ikax diossen yoiabo ninkáxonti,cristo en cambio está en su casa como el hijo y nosotros somos la gente de su casa con tal que sigamos esperando con firmeza y entusiasmo,religioso
jatian pilaton yokata iki,entonces pilato lo interrogó en estos términos,religioso
jato yoiwe natonra jabo akinai jawe kointorin ixon,diles que los ayudarás diciéndoles cuáles son cuentos,educativo
ikaxbi nobetan ja non wetsa min raanyamaitianra noa jawekeskataxbi kayamai papá,pero si no lo mandas no bajaremos porque aquel hombre nos dijo no verán mi cara si no está con ustedes su hermano el más pequeño,religioso
mesko jawekibo winokana onanti,contiene cuentos,educativo
mesko raston senboya lanabo,trenzas de lana de diferente grosor,educativo
jaska iken,para ello,educativo
ja uva jiwira iwanke jawen kimisha poyanya ja poyanhinoax wetsa poyan pikotainoaxa iwanke jawen joabo jokoni ja joabo jokontaanan jabi bimiaxa iwanke moa ja uva bimibo joshini,y en la parra tres sarmientos apenas brotó apareció la flor y maduraron los granos en los racimos,religioso
jatíbi ja min ea yoiabora baketianbi moa en senenhaa iki,todo esto lo he guardado,religioso
ja reken kirika meranra en mia wishaxona iki nokon keen teófilo jatibi ja jesussen aká jawékibo itan jato jan esebeabo mia onanmakin ja peokootainxonbi,en mi primer libro querido teófilo hablé de todo lo que jesús comenzó a hacer y enseñar,religioso
jaskara iti atipanke jatiribi jaton producciones oinax ja kirikabo iamax iti atipanke pakex letrado jakon akin rao ati,así como algunas de sus producciones que se encuentran en el portafolio o como parte del letrado del aula,educativo
jatian jaon keenyamakin jabaon moisés,a este moisés al que rechazaron diciendo,religioso
japekáora reu rabé pacha kanchis baritiapari jaa iki jatianra wetsa jawen bakebo benbobo itan ainbobo jaribaa iki,y después del nacimiento de éste reu vivió doscientos siete años y tuvo más hijos e hijas,religioso
jatian tsoaki kishpinmeeti iki,quién podrá salvarse entonces,religioso
ikaxbi basiora mia non imanaketianra jawetii joishokores non yoiai noapari ninkáxonwe,pero no quisiera abusar más de tu tiempo y solamente te ruego nos escuches un momento con tu acostumbrada comprensión,religioso
jainoax jairon xobon kaa iki jain nokóxon tsoabi ja xobon jikimayamaa iki jaskáxon ja pedro santiago juan jainoax ja mawata baken papa betan jawen titares jikimaa iki,al llegar a la casa no permitió entrar con él más que a pedro juan y santiago y al padre y la madre de la niña,religioso
jatian jaskara ninkáxon ja jawéki ibon kenamaxon neskáakin yoia iki,lo mandó llamar y le dijo,religioso
ja axetiainkoxonra chibanti jake westiora jaskaaxon bakebo axeati ja atikoma jawekibo,las sesiones siguen un proceso didáctico que implica la comprensión del problema,educativo
jatíbi neskara winókanabora ja oinxon non onanti kopí ikana iki jaskáaxon jabaon jakonma jawékibo atibo shinankani keskáakinribi nonribi jakonma jawéki atibo shinankantima kopí,todo esto sucedió para ejemplo nuestro pues debemos guardarnos de los malos deseos que ellos tuvieron,religioso
min zapato jopéwe ja mia chankatainkora iresama mai iki,quítate las sandalias porque el lugar que estás pisando es tierra santa,religioso
jaskatax jatikaxbi oinanankanti kopi itan ninkakanani,a fin de que todos puedan verse y escucharse,educativo
jaweratoboki xabá shinanyabo ikanon ixon jato akinnaibo iki jabaonra moa itibi keskati ikanaitian jato ointi jake,no es parcial ni hipócrita los que trabajan por la paz siembran en la paz y cosechan frutos en todo lo bueno,religioso
wisharakanai ja panintibo itanribi ja taxnantibo axeti tekinkobo ati itanribi ja panintiboribi,escriben letreros y etiquetas para los sectores y carteles del aula,educativo
jaskáakin yoiketian ja ainbo jesussen yoia iki,jesús le dijo,religioso
jatíbi jonibo moa oxakana ikenra jawen rawí joxon ja kizaña janeya xobi trigo banaainkoribi banaa iki jaskáabaini moa kaa iki,pero mientras la gente estaba durmiendo vino su enemigo y sembró cizaña en medio del trigo y se fue,religioso
jatian xobon kaketian jaonmea onanaibaon ja joikiriakin yokáribikana iki,cuando ya estaban en casa los discípulos volvieron a preguntarle sobre lo mismo,religioso
"nato unidakanra aki akai bokin competencias ciudadanas itan comunicativas nato sexto grado akai bakebaona meskokeska onamatibo axon,",la presente unidad tiene por finalidad desarrollar las competencias ciudadanas y comunicativas de los estudiantes de sexto grado a través de diversas situaciones de oralidad,educativo
¿nato joinkoniaki jawe joi pakex noa maxkata?,¿qué parte de esta palabra nos sirve para escribir ?,educativo
shinanbo iamax yoyo ati wishabo,frases u oraciones completas,educativo
kointo peokotai jato yoyo axon,léeles el inicio del cuento,educativo
jaskara iketianra icha non ibo ikonhaa jonibo kaikana iki,así fue como un buen número de gente conoció al señor,religioso
ja jonin bakera ja manótiain boaibo benaxon jato kishpinmai joá iki akin,el hijo del hombre ha venido a buscar y a salvar lo que estaba perdido,religioso
ikaxbi jato chibanyamanoxikanwe,no vayan no corran,religioso
ikaxbi ja non ibon joira jawetianbi keyóyamai iki,pero la palabra del señor permanece eternamente esta palabra es el evangelio que se les ha anunciado a ustedes,religioso
moa jaskáakin axon ja yonokaatai jonin ja jan yonoai joni yoia iki,volvió el sirviente y dijo,religioso
jatian jaonmea onannaibobiribi ikana iki jeman bokana ja jawékiati maroi,los discípulos se habían ido al pueblo para comprar algo de comer,religioso
jatian pedrobiribi jabé ikábo betanbi kikinbiresi oxakaskinbi teneabo ikana iki jaskáakinbira jesussen yora itan já betan iká rabé jonin yora penebires oinkana iki,un sueño pesado se había apoderado de pedro y sus compañeros pero se despertaron de repente y vieron la gloria de jesús y a los dos hombres que estaban con él,religioso
natobaon aki kai jaskaaxon jaskaakin tee atibo imatoshikin,los cuales permiten el desarrollo de competencias,educativo
jaskáakin senenhataanan ja apo jan kaai karro pekáo wetsa karro ikátonin moa apo keska itiribi janea iketian josé nanémaa iki ja nanémataanan boí jabé boai apon joni koshibo ikana iki neskati,luego lo hizo subir a la segunda carroza del palacio e iban gritando delante de él,religioso
jatianra jesussen icha joni meskó isinyabo jato benxoaa iki jainxon icha yoshinboribi jato meranoa jokonhaa iki ikaxbi yoshinbo jawebi jato yoyo imayamaa iki jabaon já onankana iketian jesussen jato joi yoia,jesús sanó a muchos enfermos con dolencias de toda clase y expulsó muchos demonios pero no los dejaba hablar pues sabían quién era oración nocturna de jesús,religioso
jatian ja senenressibi westíora sakerdote ja bainribi kaa iki kakin ointaanan wetsaorishoko ratanbaina iki,por casualidad bajaba por ese camino un sacerdote lo vió dio un rodeo y siguió,religioso
bakebo betan yoyo iwe jawekopimein neskara wishabo akanai,dialoga con tus estudiantes sobre el propósito del texto que van a producir,educativo
ja kriston masá teneni keskáakinribi akonbireskin masá tenekinbira jaibakearibi icha jan tantiti koshi shinan non biai,pues en la misma medida en que los sufrimientos de cristo re caen abundantemente sobre nosotros el consuelo de cristo también nos llega con mayor abundancia,religioso
tsoaki moa wanoti baritia senen ikax jawen biti ainbo betan wanoti shinannai ibanon jawen shinannai keská iki,si uno se siente intranquilo por su hija que está ya entrando en años y si piensa que es mejor casarla haga lo que le parezca pues no comete pecado,religioso
westíora bakeranonra jesús oinni kaa iki kaxonra neskáakin yokata iki,un hombre joven se le acercó y le dijo,religioso
moabora iká iki ja onésimo mia jan akintima westíora min yonoti ikaxbi ramara mia itan ea noa akinnai,este onésimo por un tiempo no te fue útil pero ahora te va a ser muy útil como lo ha sido para mí,religioso
jatian saulonbiribi joi akaibo keyokasa iki xobotiibi jikixonbo benboyabi ainbobo yataanan niniboxon jato kárkel meran niamaa iki samariain diossen joi yoikana,saulo por su parte trataba de destruir a la iglesia entraba casa por casa hacía salir a hombres y mujeres y los metía en la cárcel felipe anuncia la palabra en samaria,religioso
jatian lotánman bakebobiribi iká iki,los hijos de lotán fueron,religioso
jaweati kanchis oveja min janbiribi akárin,qué significan estas siete ovejas que has separado,religioso
tsonki aki kai bakena betan axeamisna,quién las hará para los niños y el docente,educativo
jaskara iken ja min ea pitiaxona piti ea neri bexonwe en pinón,acércame la caza que me has preparado hijo mío para que la coma y te dé mi bendición,religioso
ja maton bea yapa jawetii bekanwe akin,traigan algunos de los pescados que acaban de sacar,religioso
kristobira onitsapitax non ochabo kopí westíoraibicho mawata iki jara jakon joni ikaxbi jakonma jonibo kopí mawata iki jaskáaxon noa dios betan jakonbires imanox,pues cristo murió una vez por el pecado y para llevarnos a dios siendo ésta la muerte del justo por los injustos,religioso
ja ponteai axon akai primer gradoain,* el indicador seleccionado corresponde al primer grado,educativo
