source,target,dataset
enra akai,lo haré.,flashcards
¿miara canadiense joni iki,¿eres ciudadano canadiense?,flashcards
westiora jaweki biaires riki ea,sólo soy un cliente.,flashcards
¿enki tiin ikai nokaati atipana?,¿puedo apagar la radio?,flashcards
enra bexnan xeati atipanyamake.,no puedo beber alcohol.,flashcards
¿tsonki aka?,¿quién contribuyó?,flashcards
tsoabira isimeyamake,nadie más resultó herido.,flashcards
eara jaya iki,lo tengo.,flashcards
eara tsinikasai,quiero jugar.,flashcards
bochikiaxra noa yoyo ikai,hablaremos arriba.,flashcards
enra jakon ati atipanke,yo puedo arreglarlo.,flashcards
merati benawe,trata de encontrarlo.,flashcards
iro kantaincha tee añeroiji nija anta ibankoki.,pero no encontraba agua en su casa.,cuentos
¿jawerano mia oxakasai?,¿cuál cama quieres usar?,flashcards
eara pierdemeyamai,espero no perder.,flashcards
¿moaki non yokati atipana?,¿ya podemos pedir?,flashcards
ari yaretanaja ibankoki irikonkiri.,entonces regresaron a la casa con el suegro.,cuentos
¿en peoti atipana?,¿puedo comenzar?,flashcards
eara kikini shinanbenoke,me olvidé totalmente.,flashcards
oxa bemanaya riki mia,tienes cara de sueño.,flashcards
oke kax ikai,somos inquietos.,flashcards
¿en mia akinti atipana?,¿puedo ayudar?,flashcards
chero iritake isheritonampiti shipiriti.,"chero era su compañero, amigo de shipiriti.",cuentos
jara osanyabishaman iwanke,ella estaba sonriente.,flashcards
eara koriki kenai,quiero dinero.,flashcards
enra osanke,me divertí.,flashcards
pii riki ea,estoy comiendo.,flashcards
tomanra ninkatai,tom escucha.,flashcards
kikini paena riki ea,estoy totalmente borracho.,flashcards
jakoma aki riki mia,la estás cagando.,flashcards
minra akinai ibake,usted prometió.,flashcards
¿jaweranorin jain jikiti?,¿dónde queda el ingreso?,flashcards
rateta keskara ikanai,parecen sorprendidos.,flashcards
matora non jowe akai,estás invitado.,flashcards
ebe yoyo iwe,comuníquese conmigo.,flashcards
jakoinra jaweki,fue extraordinario.,flashcards
wetsara ea kenai,quiero otro.,flashcards
aparoni kitaiteri yora jananeki isampitaka:,un día el joven preguntó:,cuentos
¿jaweti min ati atipana?,¿cuánto puedes apostar?,flashcards
"ishton, tom","date prisa, tom.",flashcards
noara korikiya iki,necesitamos dinero.,flashcards
¿jawetiki en mia ribina?,¿cuánto te debo?,flashcards
¿jawe benati akirin mia?,¿qué navegador estás ocupando?,flashcards
jainra en benxoakasai,quiero guardarlo allí.,flashcards
manai riki ea,soy paciente.,flashcards
¿mia yoi yoiti kenai?,¿quieres que te ruegue?,flashcards
jatibira onanke,sabe todo.,flashcards
koshi yoyo iwe,habla más fuerte.,flashcards
min jatibi onana,conoces todo.,flashcards
janra wisky maroai,él vende whisky.,flashcards
arrozra non oroai,cultivamos arroz.,flashcards
jaskara iti jisara winoyamai,nada sucede por casualidad.,flashcards
¿miercolesninki mia jawe atioma iki?,¿estás libre el miércoles?,flashcards
westiora jakoma jaweki winota,una terrible cosa pasó.,flashcards
ichama xeati riki,tomamos un poco.,flashcards
ari yakanakeri icharine ikantiri:,el pariente respondió y dijo:,cuentos
mia jowana,llegaste temprano.,flashcards
jabora raketi ibake,ellos tenían miedo.,flashcards
eara pikasai,tengo hambrita.,flashcards
jatibi pei kirikara jakon iki,cualquier papel sirve.,flashcards
jonibora teeti jake,la gente debería trabajar.,flashcards
en mia ninkabanon,te perdono.,flashcards
lunesnin awe,hazlo el lunes.,flashcards
ati jisarin,puede hacerse.,flashcards
¿miabichoki kai?,¿viajas solo?,flashcards
moa piti orariki.,es hora de comer.,flashcards
jen awe,se acepta.,flashcards
kirinkonin joi axenon iwe,estudiemos inglés.,flashcards
¿jawe min bitiki?,¿qué debería comprar?,flashcards
jawerano jara en onanke,sé dónde vive.,flashcards
mesko jawekibora yoikanke,está bajo juramento.,flashcards
nokon kenra ike,me encantó.,flashcards
kimishara jai,habrá tres.,flashcards
¿jawe yoirin?,¿qué lógica tiene?,flashcards
jara nokoke eshtoinra.,él llegó demasiado pronto.,flashcards
ari yakanakeri aparo atiri:,entonces uno de los presentes respondió:,cuentos
¿en mia yokati atipana jawerato mia kenai ixon?,¿puedo preguntarle cuál prefiere?,flashcards
yakakasi yakawe,puedes sentarte si quieres.,flashcards
¿westiora ese mia yoiti atipana?,¿puedo darte un consejo?,flashcards
jakoni noya,buen vuelo.,flashcards
en mia koiranti atipana,puedo cuidarte.,flashcards
janra ishtoake,él aceleró.,flashcards
¿en yoiban?,¿debería dimitir?,flashcards
ranboxoain ati sawewe,ponte de rodillas.,flashcards
nato piisi iki,esto apesta.,flashcards
¿mia xobonma ika?,¿no estabas en casa?,flashcards
jatibitianra min atikoma jawekibo manai,siempre estás esperando problemas.,flashcards
kareswe tom,"continúa, tom.",flashcards
enra min baritia onanke,sé tu edad.,flashcards
sere ea meniwe,deme tiempo.,flashcards
enra jaton shinan yoyoati atipanke.,yo puedo leer mentes.,flashcards
¿westiora jaweki enmia yoiti atipana?,¿puedo contarte un secreto?,flashcards
nonra ja onanyamake,no le conocemos.,flashcards
¿min yoiti atipana?,¿podrías describirles?,flashcards
jara yoyo ireswanke,ella continuó hablando.,flashcards
¿min weniti atipan?,¿puedes levantarte?,flashcards
"jowe, yokawe","venga, pregunta.",flashcards
jonibaon korikira keyoke,malversó dinero público.,flashcards
jainmacha kawe,camina lentamente.,flashcards
icha yoyo ati kirikaya,tiene muchos libros.,flashcards
keyotiainra ja jakomatai,ella finalmente fracasará.,flashcards
jaskara ibatara en onanke,sé lo que era.,flashcards
ea koriki meniwe,presto dinero.,flashcards
jakocha ja oinax teetaiya riki ea,tengo un horario flexible.,flashcards
jatibi wetsaresbiri ika,todo cambió.,flashcards
¿enki piano teati atipana?,¿puedo tocar el piano?,flashcards
nonoira ikanke,ellos nadaban.,flashcards
¿mia katalanin yoyo ikai?,¿habla usted catalán?,flashcards
noara shinanbenoke,nos olvidamos.,flashcards
enra keyoke,he terminado.,flashcards
tomra jansoi iwanke,tom estaba mintiendo.,flashcards
eara ja pisha kenai,quiero aquella bolsa.,flashcards
janra mesko jawekibo jato meniai,él distribuye muebles.,flashcards
enra mia shinanke,te extrañé.,flashcards
jakomacha riki,no vale mucho.,flashcards
¿jakonrin mia?,¿te encuentras bien?,flashcards
tomanra akinti jato yokawanke,tom pidió ayuda.,flashcards
¿min riosain ikoankai?,¿crees en dios?,flashcards
kikin jakon riki mia,me agradas.,flashcards
eabira kaibake,me ofrecí de voluntario.,flashcards
yoyo aki riki noa,estamos leyendo.,flashcards
jakoma jawekira moa winoke,ya pasó lo peor.,flashcards
pasnara ike,luce pálido.,flashcards
"cafe, ea bexonwe","café, por favor.",flashcards
ponte yoiyai inon ikanwe,seamos honestos.,flashcards
"min ja onan, ¿ikon?","sabes de eso, ¿cierto?",flashcards
jakonra itinke,está tranquila.,flashcards
enra francesnin yoyoati atipanke.,puedo leer en francés.,flashcards
ari ikantiro:,entonces le dijo:,cuentos
¿jaweki mia winota?,¿qué te pasó?,flashcards
enra tsasimati atipanyamake,no puedo pararle.,flashcards
rabe chonka baritiara en seneanke,cumplí veinte años.,flashcards
"irake, rokotoro","gracias, doctor.",flashcards
icha sereya riki noa,tenemos mucho tiempo.,flashcards
enbichora pikashamai,detesto comer solo.,flashcards
yatankanama ibake,no estaba atrapado.,flashcards
¡jakomaakin jawekibo akanai!,¡qué desperdicio de energía!,flashcards
jakon riki ea,soy normal.,flashcards
eara manoke,he perdido.,flashcards
oi beketianbires,apenas llueve.,flashcards
¿jawerano min bena?,¿dónde buscaste?,flashcards
miara ishtoti jake,deberías hacer ejercicio.,flashcards
tomanra tanati jake,tom debería intentarlo.,flashcards
poto riki ea,estoy lleno.,flashcards
natobo tanawe,pruébate estos.,flashcards
tomra ibake ishtonresi,tom estaba desesperado.,flashcards
tomra isini ibake,tom estaba enfermo.,flashcards
¡mia jakon iki!,¡estás loco!,flashcards
¿jainmacha jawekibo?,¿harto improbable?,flashcards
tomra joribati jake,tom debería regresar pronto.,flashcards
¿en biti atipana?,¿puedo quedármelo?,flashcards
enra wishakasai,decidí inscribirme.,flashcards
neno pinon ikanwe,comamos aquí.,flashcards
jabe banewe,queda con él.,flashcards
tomanra ichacha kopiakanti yokawanke,tom pidió un aumento.,flashcards
ramaki mia papa iki,eres padre ahora.,flashcards
noa yoitaniwe,dinos algo.,flashcards
sinakananira ikanai,están discutiendo.,flashcards
rama tenewe,ahora resiste.,flashcards
ari ikanti ojime:,él contestó:,cuentos
enra ati atipanke.,sé que puedo hacerlo.,flashcards
¡ishtoncha jowe!,¡ven rápido!,flashcards
¿tsoaki ishtoibata?,¿quién corría?,flashcards
¿wetsanko ea oinmakasirin mia?,¿estás tratando de distraerme?,flashcards
¿jawetianki tom nokota neno?,¿cuándo llegó tom aquí?,flashcards
retis ika riki ea,estoy resfriado.,flashcards
¡jakonax oxawe!,¡felices sueños!,flashcards
ikonira ea kati jake,realmente debería marcharme.,flashcards
tomasninra boai,tomás conduce.,flashcards
mia banetira jawemabi iki,no necesitas quedarte.,flashcards
"¿jawekeskararin mia, tom?","¿cómo estás, tom?",flashcards
enra mia kenai,te quiero mucho.,flashcards
ari meeka ikanti:,entonces dijo:,cuentos
¿tee akirin mato?,¿están ocupados?,flashcards
¿jawekeskaki ika tom?,¿cómo se veía tom?,flashcards
mia westiora joni maxkake,necesitas un novio.,flashcards
jakonki min aka,hiciste lo correcto.,flashcards
janra mia ninkayamai,él no te entiende.,flashcards
´piiti riki sushi,comamos sushi.,flashcards
tomanra mia yoyo ikai ninkatai,tom entiende tu postura.,flashcards
impoini ikenketsataakeri.,entonces insistió.,cuentos
ilesos riki noa,estamos ilesos.,flashcards
kikinira ea potoke,estoy tan lleno.,flashcards
mesko jawekira akanke,hicieron muchas cambios.,flashcards
nato yamera mia metsashaman iki,esta noche estás preciosa.,flashcards
otitisya riki ea,tengo otitis.,flashcards
jara yoyo ireswanke,él seguía hablando.,flashcards
enra onanke ja chexakati iwana,sé como te sientes.,flashcards
¡kikin jakon!,¡es estupendo!,flashcards
¡yoyo iyamawe!,¡no hables!,flashcards
¿raroimarin mia?,¿no te estás divirtiendo?,flashcards
miara yoiti jake,debería habértelo dicho.,flashcards
min yoitires,depende de ti.,flashcards
¿isin riki?,¿es doloroso?,flashcards
en keskara ati atipanyamake,creo que puedo manejarlo.,flashcards
tomra jakon jawekiain nokotai,tom probablemente tendrá éxito.,flashcards
―pijate poijataiteri piri tekatsi itsipatanakeari.,"―hijo, acompaña a tu padre, no hay nadie que lo haga.",cuentos
¿jawenki mia jishteanka?,¿qué te despertó?,flashcards
vinoya riki noa,tenemos vino.,flashcards
tomra rateta ibake,tom estaba asustado.,flashcards
¡enra ikoanti atipanyamake!,¡no lo puedo creer!,flashcards
"―jee, ari.","―sí, iré.",cuentos
enra nokon papa kenai.,amo a mi papá.,flashcards
westiora biwe,escoge uno.,flashcards
¿jaweyarin mia?,¿qué tienes?,flashcards
tomra frances yoyo ikai,tom habla francés.,flashcards
jakoinra jawekira en ake,hice una amable inclinación.,flashcards
"minarin, ¿ikon?","es suyo, ¿verdad?",flashcards
matora yatameta banetai,quedan detenidos.,flashcards
enra enbicho atipanke.,lo puedo hacer solo.,flashcards
¡jakoinra nete! ¿ikon?,¡buen clima! ¿verdad?,flashcards
¿jawe mia onankasai?,¿qué quieres saber?,flashcards
mia yoyo ishokoti manawe,espera tu turno.,flashcards
¿wetsa jawekiboki winota?,¿pasó algo más?,flashcards
ari yoka ebankaritanake antyaroite ikisaperotanaja.,entonces el joven se enfureció mucho.,cuentos
shinanai iwe,sea razonable.,flashcards
onankaskinra en ake,lo hice por curiosidad.,flashcards
lunesra en aibake,lo hice el lunes.,flashcards
kafera matsi iki,el café está helado.,flashcards
enra mia osankinkasai,quiero complacerte.,flashcards
eara jan kenai,lo necesito.,flashcards
jawera winobirake,no sé qué pasó.,flashcards
onisai jisa riki mi a,pareces triste.,flashcards
koinra joke,apareció humo.,flashcards
isini riki ea,ya estoy enfermo.,flashcards
¿paxkinarin mia?,¿estás cansado?,flashcards
¿jainri ja winota?,¿es allá donde pasó?,flashcards
tom manra nishi choroke.,tom desató las cuerdas.,flashcards
nato wishawe,anota esto.,flashcards
tomanra bike,tom tuvo suerte.,flashcards
moara jaskaakin ati xepokanke,la negociación está terminada.,flashcards
tomra timananke,tom peleó.,flashcards
noara yoyo ikasai,queremos hablar.,flashcards
janra tanai,él prueba.,flashcards
¡jawe jakoma jaweki!,¡qué tragedia!,flashcards
miara reteti atipanke,podría matarte.,flashcards
miara axeamis iti jake,deberías ser profesor.,flashcards
enra ransatibo onanyamake,yo ni sé bailar.,flashcards
¿tsobe yoyo ikirin mia?,¿con quién estás hablando?,flashcards
jaskati ja,es vivificante.,flashcards
¿jaweki ati ja?,¿qué debería hacer?,flashcards
―meeka notamporote tin tin tin.,―ahora toco el tambor: tin tin tin.,cuentos
bakishra noa kepenai,mañana abrimos.,flashcards
mesko jawekibora en yoyo ake,leí muchas novelas.,flashcards
enra onanke jawekeskati yoyo ikai,ya sé como suena.,flashcards
parantabora kikin noe iki.,los plátanos son deliciosos.,flashcards
jawetianbira iamai,nunca sucederá.,flashcards
natonra akinti iki,esto debería ayudar.,flashcards
minra ea masa shinanmawanke,me tenías preocupado.,flashcards
¿jawekeska mia kafe kenai?,¿cómo quiere su café?,flashcards
¿min koriki jenexona?,¿dejaste propina?,flashcards
¿min wetsarin?,¿son hermanas?,flashcards
¡katanwe moa!,¡vete ya!,flashcards
teeyoma riki ea,estoy desempleado.,flashcards
nonra meken tash akai,nosotros aplaudimos.,flashcards
min papa riki ea,soy tu padre.,flashcards
enra moa jeneti atipanyamake.,no puedo evitarlo más.,flashcards
eara tsinikasai,quiero divertirme.,flashcards
koshiyoma riki ea,estoy débil.,flashcards
enra guantes saweti jake,debería haber usado guantes.,flashcards
en mia chibanban,te acompañaré.,flashcards
ja psihara ea kenai,quiero esa bolsa.,flashcards
reken peokoti riki ea,soy principiante.,flashcards
tomra xabaibake,tom bostezó.,flashcards
icha ovara non bibake,obtuvimos muchas uvas.,flashcards
tomanra niwe bibake,tom espiró.,flashcards
intanakarori iritake aparoni ebankari paitachari shipitiriti.,comienzo con el joven que se llamaba shipiriti.,cuentos
noara rabekax kati jake,viajamos juntos.,flashcards
¿moa min pia?,¿ya cenaste?,flashcards
¿ninkatairin mia?,¿eres flexible?,flashcards
¡yama jaweki!,¡qué pérdida!,flashcards
jaskaipein nokoke,él llegó por fin.,flashcards
¿jawe jawekiyarin?,¿qué aspecto tiene?,flashcards
miara en ikoankai,confío en ti.,flashcards
noara retekanai,seremos asesinados.,flashcards
korikiyarin mia,eres rico.,flashcards
enra kenai,los llamaré.,flashcards
mesko jawekibo ninkati riki mia,estás oyendo cosas.,flashcards
¡ja pekaora min shinani kai!,¡lo lamentarás!,flashcards
¿miaki en kenrespariai?,¿todavía me quieres?,flashcards
miara nokon bake iki,eres mi hijo.,flashcards
enra onanyamake jaskati yoyo ikai,no sé que significa.,flashcards
―¡ee! ¿janika yoka asháninka? ¿jaoka ipoñajari isampitakeri? ¿jaoka pipoñari?,―¿quién eres? ¿de dónde vienes?,cuentos
jakoinra benera ikai,será un buen marido.,flashcards
yakanakeri icharine ikantiri:,el pariente respondió y dijo:,cuentos
¿mia oxakasai?,¿querés dormir?,flashcards
¿jakonki iti iki?,¿crees que funcione?,flashcards
jawemain non yoati atipana?,¿qué deberíamos cocinar?,flashcards
sabado riki,es sábado.,flashcards
enra boti onanke,ya sé manejar.,flashcards
ointikoma jaweki,es tan improbable.,flashcards
miara jansoai,está fingiendo.,flashcards
tsame ankenkitsatakotero iyenkitsari maba shirampari ipeakeri tsimeripaye.,contaré sobre tres hombres que se convirtieron en pajaritos.,cuentos
eara jain iki,estoy acatarrado.,flashcards
eara kai,me entregué.,flashcards
sokota teera en ayamake,no hice mis deberes.,flashcards
¿jaweranoki en kafe biti atipana?,¿dónde puedo comprar café?,flashcards
senen onpaxya riki noa,tenemos suficiente agua.,flashcards
¿tsonaki teetai?,¿para quién trabaja?,flashcards
jiwira chiibires iki,la madera arde.,flashcards
min koton ea meniwe,dame tu camisa.,flashcards
jara jawemabi iki,no me importa.,flashcards
¿mia ea katin kenai?,¿quieres que me vaya?,flashcards
eara westiora poiya iki,yo tengo una hermana.,flashcards
enra ja ake,yo hice aquel.,flashcards
toman akinai ake,tom prometió.,flashcards
¿jaweti batanti min akai?,¿cuánto azúcar usas?,flashcards
atiresa ikanke,estaban listos.,flashcards
toati naman awe,baja el arma.,flashcards
pii riki noa,estábamos almorzando.,flashcards
atikon riki,sé que es imposible.,flashcards
¿en mia boti atipana?,¿te puedo llevar?,flashcards
jara kirinkonin joi jakoinra yoyo ikai,habla bien inglés.,flashcards
¿jawetianki mia joai?,¿cuándo vendrás?,flashcards
¿mia westiora galleta kenai?,¿quieres una galleta?,flashcards
janra akinke,eso ayudó.,flashcards
nato kafera moka iki,este café está amargo.,flashcards
tee seneankai riki ea,soy responsable.,flashcards
jainra ea kai,ahí voy.,flashcards
enra mia noike,te admiro.,flashcards
nonra pakeai,los derrotaremos.,flashcards
¿mia jakomaakana?,¿te hicieron daño?,flashcards
akaskinmabira en mia ake,lo siento.,flashcards
francesninki ea yoyo iti atipana,puedo hablar francés.,flashcards
eara westiora ainbonin kenai,estoy enamorada.,flashcards
noe keska riki,parece delicioso.,flashcards
kenti jawekira basiai,el amor dura.,flashcards
